"rank","code","code_orig","count","source"
"869","suez","suez","45","https://stats.lineageos.org/"
"870","y5","y5","45","https://stats.lineageos.org/"
"871","p1a42","p1a42","45","https://stats.lineageos.org/"
"872","oxford","oxford","44","https://stats.lineageos.org/"
"873","hydrus_montana","hydrus_montana","44","https://stats.lineageos.org/"
"874","fortuna3gdtv","fortuna3gdtv","44","https://stats.lineageos.org/"
"875","lineage_mido","lineage_mido","44","https://stats.lineageos.org/"
"876","M6Note","M6Note","44","https://stats.lineageos.org/"
"877","A7600-H","A7600-H","44","https://stats.lineageos.org/"
"878","P3","P3","43","https://stats.lineageos.org/"
"879","TCL Pixi 3 (35)","TCL Pixi 3 (35)","43","https://stats.lineageos.org/"
"880","ownrom_hlte","ownrom_hlte","43","https://stats.lineageos.org/"
"881","nx507j","nx507j","43","https://stats.lineageos.org/"
"882","xenonhd_vince","xenonhd_vince","43","https://stats.lineageos.org/"
"883","m7vzw","m7vzw","43","https://stats.lineageos.org/"
"884","cv1","cv1","43","https://stats.lineageos.org/"
"885","Tecno","Tecno","43","https://stats.lineageos.org/"
"886","jactivelteskt","jactivelteskt","42","https://stats.lineageos.org/"
"887","u1005","u1005","42","https://stats.lineageos.org/"
"888","T90","T90","42","https://stats.lineageos.org/"
"889","j6lte","j6lte","42","https://stats.lineageos.org/"
"890","Lenovo A7600-F","Lenovo A7600-F","41","https://stats.lineageos.org/"
"891","wt89536","wt89536","41","https://stats.lineageos.org/"
"892","y6max","y6max","41","https://stats.lineageos.org/"
"893","matisse3g","matisse3g","40","https://stats.lineageos.org/"
"894","u8833","u8833","40","https://stats.lineageos.org/"
"895","chuwi_hi8pro","chuwi_hi8pro","40","https://stats.lineageos.org/"
"896","HOT2","HOT2","40","https://stats.lineageos.org/"
"897","vision","vision","40","https://stats.lineageos.org/"
"898","Nicklaus","Nicklaus","40","https://stats.lineageos.org/"
"899","s920","s920","40","https://stats.lineageos.org/"
"900","serranoltespr","serranoltespr","40","https://stats.lineageos.org/"
"901","TCL (Alcatel) Pixi 3 (35)","TCL (Alcatel) Pixi 3 (35)","40","https://stats.lineageos.org/"
"902","sprout","sprout","40","https://stats.lineageos.org/"
"903","MLTE5","MLTE5","39","https://stats.lineageos.org/"
"904","ja3gchnduos","ja3gchnduos","39","https://stats.lineageos.org/"
"905","etab5","etab5","39","https://stats.lineageos.org/"
"906","aim_ugglite","aim_ugglite","39","https://stats.lineageos.org/"
"907","Zte_V7","Zte_V7","39","https://stats.lineageos.org/"
"908","Smartfren","Smartfren","39","https://stats.lineageos.org/"
"909","A319","A319","39","https://stats.lineageos.org/"
"910","to_Z00ED","to_Z00ED","39","https://stats.lineageos.org/"
"911","VFD700","VFD700","38","https://stats.lineageos.org/"
"912","aim_santoni","aim_santoni","38","https://stats.lineageos.org/"
"913","p880","p880","38","https://stats.lineageos.org/"
"914","nx503a","nx503a","38","https://stats.lineageos.org/"
"915","V580","V580","37","https://stats.lineageos.org/"
"916","xenonhd_mido","xenonhd_mido","37","https://stats.lineageos.org/"
"917","E6883","E6883","37","https://stats.lineageos.org/"
"918","gucci","gucci","37","https://stats.lineageos.org/"
"919","logan2g","logan2g","37","https://stats.lineageos.org/"
"920","L861","L861","37","https://stats.lineageos.org/"
"921","Symphony_P6_PRO","Symphony_P6_PRO","37","https://stats.lineageos.org/"
"922","htc_820g_plus","htc_820g_plus","37","https://stats.lineageos.org/"
"923","MAX","MAX","37","https://stats.lineageos.org/"
"924","HTC","HTC","36","https://stats.lineageos.org/"
"925","Allure_A8","Allure_A8","36","https://stats.lineageos.org/"
"926","Moto G5S Plus","Moto G5S Plus","36","https://stats.lineageos.org/"
"927","m7wlj","m7wlj","36","https://stats.lineageos.org/"
"928","NX595J","NX595J","36","https://stats.lineageos.org/"
"929","peach","peach","35","https://stats.lineageos.org/"
"930","POPC7","POPC7","35","https://stats.lineageos.org/"
"931","iris 821","iris 821","35","https://stats.lineageos.org/"
"932","roth","roth","35","https://stats.lineageos.org/"
"933","mango","mango","35","https://stats.lineageos.org/"
"934","i9500","i9500","35","https://stats.lineageos.org/"
"935","HMNOTE1W","HMNOTE1W","35","https://stats.lineageos.org/"
"936","E6683","E6683","34","https://stats.lineageos.org/"
"937","S660","S660","34","https://stats.lineageos.org/"
"938","aokp_a5xelte","aokp_a5xeltexx","34","https://stats.lineageos.org/"
"939","Z520","Z520","34","https://stats.lineageos.org/"
"940","HT17","HT17","34","https://stats.lineageos.org/"
"941","P7","P7","34","https://stats.lineageos.org/"
"942","p6810","p6810","34","https://stats.lineageos.org/"
"943","lineage_rolex","lineage_rolex","33","https://stats.lineageos.org/"
"944","jfltevzw","jfltevzw","33","https://stats.lineageos.org/"
"945","WW_T00F","WW_T00F","33","https://stats.lineageos.org/"
"946","WW_X00TD","WW_X00TD","33","https://stats.lineageos.org/"
"947","taido","taido","33","https://stats.lineageos.org/"
"948","poly_cedric","poly_cedric","33","https://stats.lineageos.org/"
"949","S850","S850","33","https://stats.lineageos.org/"
"950","V2_Viper_X","V2_Viper_X","33","https://stats.lineageos.org/"
"951","lineage_B16C2H","lineage_B16C2H","32","https://stats.lineageos.org/"
"952","Blade_L2_Plus","Blade_L2_Plus","32","https://stats.lineageos.org/"
"953","C46B2G","C46B2G","32","https://stats.lineageos.org/"
"954","QK1505","QK1505","32","https://stats.lineageos.org/"
"955","S930","S930","32","https://stats.lineageos.org/"
"956","OnePlus6","OnePlus6","32","https://stats.lineageos.org/"
"957","aim_aio_row","aim_aio_row","32","https://stats.lineageos.org/"
"958","X600","X600","32","https://stats.lineageos.org/"
"959","zenlte","zenltexx","32","https://stats.lineageos.org/"
"960","aim_kenzo","aim_kenzo","32","https://stats.lineageos.org/"
"961","find7s","find7s","32","https://stats.lineageos.org/"
"962","BQru-4028","BQru-4028","32","https://stats.lineageos.org/"
"963","6043D","6043D","31","https://stats.lineageos.org/"
"964","smultron","smultron","31","https://stats.lineageos.org/"
"965","zerofltespr","zerofltespr","31","https://stats.lineageos.org/"
"966","t1001","t1001","30","https://stats.lineageos.org/"
"967","to_wt86528","to_wt86528","30","https://stats.lineageos.org/"
"968","aim_Hol-U19","aim_Hol-U19","30","https://stats.lineageos.org/"
"969","aokp_meliuslte","aokp_meliusltexx","30","https://stats.lineageos.org/"
"970","sm_ido","sm_ido","30","https://stats.lineageos.org/"
"971","HM2014501","HM2014501","30","https://stats.lineageos.org/"
"972","Y520","Y520","30","https://stats.lineageos.org/"
"973","u1","u1xx","30","https://stats.lineageos.org/"
"974","shuang","shuang","29","https://stats.lineageos.org/"
"975","TECNO-W3","TECNO-W3","29","https://stats.lineageos.org/"
"976","klteusc","klteusc","29","https://stats.lineageos.org/"
"977","nx529j","nx529j","29","https://stats.lineageos.org/"
"978","g3_att_us","g3_att_us","29","https://stats.lineageos.org/"
"979","QK1707","QK1707","29","https://stats.lineageos.org/"
"980","otter2","otter2","29","https://stats.lineageos.org/"
"981","1201","1201","28","https://stats.lineageos.org/"
"982","to_ef52l","to_ef52l","28","https://stats.lineageos.org/"
"983","l70pn","l70pn","28","https://stats.lineageos.org/"
"984","lineage_HT17Pro","lineage_HT17Pro","28","https://stats.lineageos.org/"
"985","future","future","28","https://stats.lineageos.org/"
"986","trltedt","trltedt","28","https://stats.lineageos.org/"
"987","P3S","P3S","28","https://stats.lineageos.org/"
"988","aim_Pop_C7","aim_Pop_C7","28","https://stats.lineageos.org/"
"989","X551","X551","28","https://stats.lineageos.org/"
"990","hwgemini","hwgemini","28","https://stats.lineageos.org/"
"991","r11s","r11s","28","https://stats.lineageos.org/"
"992","POP8","POP8","27","https://stats.lineageos.org/"
"993","a5lte","a5ltedd","27","https://stats.lineageos.org/"
"994","816g","816g","27","https://stats.lineageos.org/"
"995","z3dual","z3dual","27","https://stats.lineageos.org/"
"996","himaulatt_na_gen_unlock","himaulatt_na_gen_unlock","27","https://stats.lineageos.org/"
"997","ownrom_titan","ownrom_titan","27","https://stats.lineageos.org/"
"998","toroplus","toroplus","27","https://stats.lineageos.org/"
"999","lineage_A369i","lineage_A369i","27","https://stats.lineageos.org/"
"1000","IQ4413","IQ4413","27","https://stats.lineageos.org/"
"1001","Alcatel 5015A","Alcatel 5015A","27","https://stats.lineageos.org/"
"1002","glee","glee","27","https://stats.lineageos.org/"
"1003","davinci","davinci","27","https://stats.lineageos.org/"
"1004","ELevate_S55","ELevate_S55","26","https://stats.lineageos.org/"
"1005","DRG","DRG","26","https://stats.lineageos.org/"
"1006","nx595j","nx595j","26","https://stats.lineageos.org/"
"1007","Escape_CM","Escape_CM","26","https://stats.lineageos.org/"
"1008","W2","W2","26","https://stats.lineageos.org/"
"1009","Primo GH6","Primo GH6","26","https://stats.lineageos.org/"
"1010","rk3288","rk3288","26","https://stats.lineageos.org/"
"1011","ifive","ifive","26","https://stats.lineageos.org/"
"1012","gprimeltecan","gprimeltecan","26","https://stats.lineageos.org/"
"1013","7040E","7040E","25","https://stats.lineageos.org/"
"1014","ASUS_Z00SD","ASUS_Z00SD","25","https://stats.lineageos.org/"
"1015","msm8994","msm8994","25","https://stats.lineageos.org/"
"1016","w6ds","w6ds","25","https://stats.lineageos.org/"
"1017","TB3-850F","TB3-850F","25","https://stats.lineageos.org/"
"1018","treble","treble","25","https://stats.lineageos.org/"
"1019","DRG_sprout","DRG_sprout","25","https://stats.lineageos.org/"
"1020","620G","620G","25","https://stats.lineageos.org/"
"1021","celoxdcm","celoxdcm","25","https://stats.lineageos.org/"
"1022","4C_Pro","4C_Pro","25","https://stats.lineageos.org/"
"1023","jewel","jewel","25","https://stats.lineageos.org/"
"1024","poplar_dsds","poplar_dsds","25","https://stats.lineageos.org/"
"1025","lineage_m8","lineage_m8","25","https://stats.lineageos.org/"
"1026","razor","razor","24","https://stats.lineageos.org/"
"1027","5012G","5012G","24","https://stats.lineageos.org/"
"1028","zerofltechn","zerofltechn","24","https://stats.lineageos.org/"
"1029","nr_vince","nr_vince","24","https://stats.lineageos.org/"
"1030","p6601","p6601","24","https://stats.lineageos.org/"
"1031","R1_HD_Port","R1_HD_Port","24","https://stats.lineageos.org/"
"1032","D2302","D2302","24","https://stats.lineageos.org/"
"1033","Blackview_E7","Blackview_E7","24","https://stats.lineageos.org/"
"1034","a101","a101","24","https://stats.lineageos.org/"
"1035","TQ","TQ","24","https://stats.lineageos.org/"
"1036","Blade_A510","Blade_A510","24","https://stats.lineageos.org/"
"1037","GT-I9100","GT-I9100","23","https://stats.lineageos.org/"
"1038","to_Y550","to_Y550","23","https://stats.lineageos.org/"
"1039","z2","z2","23","https://stats.lineageos.org/"
"1040","F103_pro","F103_pro","23","https://stats.lineageos.org/"
"1041","poly_POP C1","poly_POP C1","23","https://stats.lineageos.org/"
"1042","aim_j3xnlte","aim_j3xnlte","23","https://stats.lineageos.org/"
"1043","c1lgt","c1lgt","23","https://stats.lineageos.org/"
"1044","to_serranolteusc","to_serranolteusc","23","https://stats.lineageos.org/"
"1045","nx510j","nx510j","23","https://stats.lineageos.org/"
"1046","U27GT-C8","U27GT-C8","23","https://stats.lineageos.org/"
"1047","serranolteusc","serranolteusc","23","https://stats.lineageos.org/"
"1048","milletwifi","milletwifi","23","https://stats.lineageos.org/"
"1049","obake","obake","22","https://stats.lineageos.org/"
"1050","t1","t1","22","https://stats.lineageos.org/"
"1051","4009","4009","22","https://stats.lineageos.org/"
"1052","zeal","zeal","22","https://stats.lineageos.org/"
"1053","ZL1_CN","ZL1_CN","22","https://stats.lineageos.org/"
"1054","magna","magna","22","https://stats.lineageos.org/"
"1055","xenonhd_ether","xenonhd_ether","22","https://stats.lineageos.org/"
"1056","to_serranolte","to_serranoltexx","22","https://stats.lineageos.org/"
"1057","E311_Anit_SZ","E311_Anit_SZ","22","https://stats.lineageos.org/"
"1058","NOTE_PLUS","NOTE_PLUS","21","https://stats.lineageos.org/"
"1059","le_x621","le_x621","21","https://stats.lineageos.org/"
"1060","aokp_wt88047","aokp_wt88047","21","https://stats.lineageos.org/"
"1061","lineage_","lineage_","21","https://stats.lineageos.org/"
"1062","sambar","sambar","21","https://stats.lineageos.org/"
"1063","spirit","spirit","21","https://stats.lineageos.org/"
"1064","TECNO_W4","TECNO_W4","21","https://stats.lineageos.org/"
"1065","trunk","trunk","21","https://stats.lineageos.org/"
"1066","a3500","a3500","21","https://stats.lineageos.org/"
"1067","UmiIron","UmiIron","21","https://stats.lineageos.org/"
"1068","VIVO-Y15","VIVO-Y15","21","https://stats.lineageos.org/"
"1069","d803","d803","21","https://stats.lineageos.org/"
"1070","onc","onc","21","https://stats.lineageos.org/"
"1071","G750-T01","G750-T01","21","https://stats.lineageos.org/"
"1072","p6210","p6210","21","https://stats.lineageos.org/"
"1073","xenonhd_klte","xenonhd_klte","21","https://stats.lineageos.org/"
"1074","zeroflteduo","zeroflteduo","21","https://stats.lineageos.org/"
"1075","ls980","ls980","20","https://stats.lineageos.org/"
"1076","j5lteub","j5lteub","20","https://stats.lineageos.org/"
"1077","GIONEE-M2","GIONEE-M2","20","https://stats.lineageos.org/"
"1078","porridgek3","porridgek3","20","https://stats.lineageos.org/"
"1079","Che1-CL10","Che1-CL10","20","https://stats.lineageos.org/"
"1080","magc6580_we_m","magc6580_we_m","20","https://stats.lineageos.org/"
"1081","s660","s660","20","https://stats.lineageos.org/"
"1082","PIXI4_5_4G","PIXI4_5_4G","20","https://stats.lineageos.org/"
"1083","G4S","G4S","20","https://stats.lineageos.org/"
"1084","6753","6753","20","https://stats.lineageos.org/"
"1085","HOMTOM_HT17","HOMTOM_HT17","20","https://stats.lineageos.org/"
"1086","A350","A350","20","https://stats.lineageos.org/"
"1087","kimsul","kimsul","20","https://stats.lineageos.org/"
"1088","k11ta_a","k11ta_a","19","https://stats.lineageos.org/"
"1089","xenonhd_kminilte","xenonhd_kminilte","19","https://stats.lineageos.org/"
"1090","Pixi4-4","Pixi4-4","19","https://stats.lineageos.org/"
"1091","to_cherry","to_cherry","19","https://stats.lineageos.org/"
"1092","ZTE_T620","ZTE_T620","19","https://stats.lineageos.org/"
"1093","HTC626G","HTC626G","19","https://stats.lineageos.org/"
"1094","aries","aries","19","https://stats.lineageos.org/"
"1095","Z455","Z455","19","https://stats.lineageos.org/"
"1096","cactus","cactus","19","https://stats.lineageos.org/"
"1097","j5nlte","j5nltexx","19","https://stats.lineageos.org/"
"1098","paosp_santoni","paosp_santoni","19","https://stats.lineageos.org/"
"1099","sm_sagit","sm_sagit","19","https://stats.lineageos.org/"
"1100","BINOM MOBILE","BINOM MOBILE","19","https://stats.lineageos.org/"
"1101","aim_Z00T","aim_Z00T","19","https://stats.lineageos.org/"
"1102","guacamoleb","guacamoleb","19","https://stats.lineageos.org/"
"1103","e4","e4","18","https://stats.lineageos.org/"
"1104","OMEGA 55","OMEGA 55","18","https://stats.lineageos.org/"
"1105","hollyss","hollyss","18","https://stats.lineageos.org/"
"1106","ridon_Desire820g+","ridon_Desire820g+","18","https://stats.lineageos.org/"
"1107","p7_l07rildlibpath=/system/lib/libbalong-rilso","p7_l07rildlibpath=/system/lib/libbalong-rilso","18","https://stats.lineageos.org/"
"1108","Lenovo A319","Lenovo A319","18","https://stats.lineageos.org/"
"1109","Moto G5 Plus","Moto G5 Plus","18","https://stats.lineageos.org/"
"1110","M5_Plus_Lte","M5_Plus_Lte","18","https://stats.lineageos.org/"
"1111","P6 plus","P6 plus","18","https://stats.lineageos.org/"
"1112","kai","kai","18","https://stats.lineageos.org/"
"1113","Alcatel_7049D","Alcatel_7049D","18","https://stats.lineageos.org/"
"1114","metal","metal","18","https://stats.lineageos.org/"
"1115","L4","L4","18","https://stats.lineageos.org/"
"1116","PSP5453DUO","PSP5453DUO","18","https://stats.lineageos.org/"
"1117","inew_V3","inew_V3","18","https://stats.lineageos.org/"
"1118","treble_arm64_avN","treble_arm64_avN","18","https://stats.lineageos.org/"
"1119","g3_vzw_us","g3_vzw_us","18","https://stats.lineageos.org/"
"1120","AIM_hulkbuster","AIM_hulkbuster","18","https://stats.lineageos.org/"
"1121","can","can","18","https://stats.lineageos.org/"
"1122","p6s_u06","p6s_u06","18","https://stats.lineageos.org/"
"1123","nora_row","nora_row","18","https://stats.lineageos.org/"
"1124","Tele2_Midi_LTE","Tele2_Midi_LTE","18","https://stats.lineageos.org/"
"1125","Aqua_Power_HD","Aqua_Power_HD","18","https://stats.lineageos.org/"
"1126","BLADE A510","BLADE A510","17","https://stats.lineageos.org/"
"1127","heart","heart","17","https://stats.lineageos.org/"
"1128","a3ulte","a3ulte","17","https://stats.lineageos.org/"
"1129","mix","mix","17","https://stats.lineageos.org/"
"1130","lineage_a369i","lineage_a369i","17","https://stats.lineageos.org/"
"1131","legend_alps","legend_alps","17","https://stats.lineageos.org/"
"1132","v3961","v3961","17","https://stats.lineageos.org/"
"1133","A120","A120","17","https://stats.lineageos.org/"
"1134","FS504","FS504","17","https://stats.lineageos.org/"
"1135","K30-T","K30-T","17","https://stats.lineageos.org/"
"1136","g3_global_com","g3_global_com","17","https://stats.lineageos.org/"
"1137","lcsh92_wet_jb9","lcsh92_wet_jb9","17","https://stats.lineageos.org/"
"1138","oneplus3t","oneplus3t","16","https://stats.lineageos.org/"
"1139","milletlte","milletlte","16","https://stats.lineageos.org/"
"1140","oscar","oscar","16","https://stats.lineageos.org/"
"1141","c9ltechn","c9ltechn","16","https://stats.lineageos.org/"
"1142","aim_j2xnlte","aim_j2xnlte","16","https://stats.lineageos.org/"
"1143","SMART-Race2-4G","SMART-Race2-4G","16","https://stats.lineageos.org/"
"1144","A101","A101","16","https://stats.lineageos.org/"
"1145","N1","N1","16","https://stats.lineageos.org/"
"1146","c106_CN","c106_CN","16","https://stats.lineageos.org/"
"1147","2014811","2014811","16","https://stats.lineageos.org/"
"1148","A316i","A316i","16","https://stats.lineageos.org/"
"1149","A9","A9","16","https://stats.lineageos.org/"
"1150","c7prolte","c7proltedd","16","https://stats.lineageos.org/"
"1151","Z016","Z016","16","https://stats.lineageos.org/"
"1152","ACERZ520","ACERZ520","16","https://stats.lineageos.org/"
"1153","aim_7040E","aim_7040E","16","https://stats.lineageos.org/"
"1154","jfltetmo","jfltetmo","16","https://stats.lineageos.org/"
"1155","X01AD","X01AD","16","https://stats.lineageos.org/"
"1156","serranove3g","serranove3gxx","16","https://stats.lineageos.org/"
"1157","xenonhd_victara","xenonhd_victara","16","https://stats.lineageos.org/"
"1158","vns","vns","16","https://stats.lineageos.org/"
"1159","Moto G 2015 (3rd gen)","Moto G 2015 (3rd gen)","16","https://stats.lineageos.org/"
"1160","maxi_lte","maxi_lte","15","https://stats.lineageos.org/"
"1161","YUPHORIA","YUPHORIA","15","https://stats.lineageos.org/"
"1162","ms5","ms5","15","https://stats.lineageos.org/"
"1163","xenonhd_oxygen","xenonhd_oxygen","15","https://stats.lineageos.org/"
"1164","D6603","D6603","15","https://stats.lineageos.org/"
"1165","AGMA3EU","AGMA3EU","15","https://stats.lineageos.org/"
"1166","cmremix_trltetmo","cmremix_trltetmo","15","https://stats.lineageos.org/"
"1167","phab2","phab2","15","https://stats.lineageos.org/"
"1168","aokp_hydrogen","aokp_hydrogen","15","https://stats.lineageos.org/"
"1169","rimo02a","rimo02a","15","https://stats.lineageos.org/"
"1170","Magic","Magic","15","https://stats.lineageos.org/"
"1171","geehdc","geehdc","15","https://stats.lineageos.org/"
"1172","402SH","402SH","15","https://stats.lineageos.org/"
"1173","V387","V387","15","https://stats.lineageos.org/"
"1174","PGN611","PGN611","15","https://stats.lineageos.org/"
"1175","t1 plus","t1 plus","14","https://stats.lineageos.org/"
"1176","acclaim","acclaim","14","https://stats.lineageos.org/"
"1177","w3ds","w3ds","14","https://stats.lineageos.org/"
"1178","TCL (Alcatel) One Touch Pixi 3-4","TCL (Alcatel) One Touch Pixi 3-4","14","https://stats.lineageos.org/"
"1179","P6 PRO","P6 PRO","14","https://stats.lineageos.org/"
"1180","taco","taco","14","https://stats.lineageos.org/"
"1181","millet3g","millet3g","14","https://stats.lineageos.org/"
"1182","Lai_Zumbo_J","Lai_Zumbo_J","14","https://stats.lineageos.org/"
"1183","TECNO W2","TECNO W2","14","https://stats.lineageos.org/"
"1184","Studio_XL_2","Studio_XL_2","14","https://stats.lineageos.org/"
"1185","c46b2h","c46b2h","14","https://stats.lineageos.org/"
"1186","BQS_5505","BQS_5505","14","https://stats.lineageos.org/"
"1187","CUBIX_CUBE_3","CUBIX_CUBE_3","14","https://stats.lineageos.org/"
"1188","Y15","Y15","14","https://stats.lineageos.org/"
"1189","ALCATEL_5036D","ALCATEL_5036D","14","https://stats.lineageos.org/"
"1190","ks01ltekor","ks01ltekor","14","https://stats.lineageos.org/"
"1191","Lenovo_A369i","Lenovo_A369i","14","https://stats.lineageos.org/"
"1192","Le_X620","Le_X620","14","https://stats.lineageos.org/"
"1193","kmini3g","kmini3g","14","https://stats.lineageos.org/"
"1194","zeroltecan","zeroltecan","14","https://stats.lineageos.org/"
"1195","Benefit_M8","Benefit_M8","14","https://stats.lineageos.org/"
"1196","Be_Pure","Be_Pure","14","https://stats.lineageos.org/"
"1197","SHIFT6m","SHIFT6m","14","https://stats.lineageos.org/"
"1198","PoPC3","PoPC3","14","https://stats.lineageos.org/"
"1199","ancora","ancora","14","https://stats.lineageos.org/"
"1200","P55Novo","P55Novo","14","https://stats.lineageos.org/"
"1201","Coolpad9976T","Coolpad9976T","14","https://stats.lineageos.org/"
"1202","Aquaris_E5_FHD","Aquaris_E5_FHD","14","https://stats.lineageos.org/"
"1203","touchpad","touchpad","14","https://stats.lineageos.org/"
"1204","gprimeltetmo","gprimeltetmo","14","https://stats.lineageos.org/"
"1205","CONDOR P8# end build properties","CONDOR P8# end build properties","14","https://stats.lineageos.org/"
"1206","andromax","andromax","14","https://stats.lineageos.org/"
"1207","s7","s7","14","https://stats.lineageos.org/"
"1208","ace","ace","14","https://stats.lineageos.org/"
"1209","TT175","TT175","13","https://stats.lineageos.org/"
"1210","A5000","A5000","13","https://stats.lineageos.org/"
"1211","jflteatt","jflteatt","13","https://stats.lineageos.org/"
"1212","E6533","E6533","13","https://stats.lineageos.org/"
"1213","i959","i959","13","https://stats.lineageos.org/"
"1214","zoom","zoom","13","https://stats.lineageos.org/"
"1215","zoom2","zoom2","13","https://stats.lineageos.org/"
"1216","Y360","Y360","13","https://stats.lineageos.org/"
"1217","apollo_x25","apollo_x25","13","https://stats.lineageos.org/"
"1218","Lenovo","Lenovo","13","https://stats.lineageos.org/"
"1219","aim_P1m","aim_P1m","13","https://stats.lineageos.org/"
"1220","to_jag3gds","to_jag3gds","13","https://stats.lineageos.org/"
"1221","lineage_j3xnlte","lineage_j3xnlte","13","https://stats.lineageos.org/"
"1222","j7elte","j7elte","13","https://stats.lineageos.org/"
"1223","Life_One_X2_Mini","Life_One_X2_Mini","13","https://stats.lineageos.org/"
"1224","TCL (Alcatel) Pixi 3 (4)","TCL (Alcatel) Pixi 3 (4)","13","https://stats.lineageos.org/"
"1225","aim_harpia","aim_harpia","13","https://stats.lineageos.org/"
"1226","pearlyn","pearlyn","13","https://stats.lineageos.org/"
"1227","FlareSPlay","FlareSPlay","13","https://stats.lineageos.org/"
"1228","E6653","E6653","13","https://stats.lineageos.org/"
"1229","a7xelte","a7xelte","13","https://stats.lineageos.org/"
"1230","paosp_rosy","paosp_rosy","13","https://stats.lineageos.org/"
"1231","c5l","c5l","13","https://stats.lineageos.org/"
"1232","ursa","ursa","13","https://stats.lineageos.org/"
"1233","lineage_hi6250","lineage_hi6250","13","https://stats.lineageos.org/"
"1234","xenonhd_pme","xenonhd_pme","13","https://stats.lineageos.org/"
"1235","Vivo XL2","Vivo XL2","13","https://stats.lineageos.org/"
"1236","Lenovo S939","Lenovo S939","13","https://stats.lineageos.org/"
"1237","Blade L3","Blade L3","13","https://stats.lineageos.org/"
"1238","le_x626","le_x626","13","https://stats.lineageos.org/"
"1239","CP8676_I02","CP8676_I02","13","https://stats.lineageos.org/"
"1240","Pixi4","Pixi4","13","https://stats.lineageos.org/"
"1241","b2wlj","b2wlj","13","https://stats.lineageos.org/"
"1242","xenonhd_hlte","xenonhd_hlte","13","https://stats.lineageos.org/"
"1243","Diamond","Diamond","12","https://stats.lineageos.org/"
"1244","cherryplus","cherryplus","12","https://stats.lineageos.org/"
"1245","xenonhd_sagit","xenonhd_sagit","12","https://stats.lineageos.org/"
"1246","LS980","LS980","12","https://stats.lineageos.org/"
"1247","E311","E311","12","https://stats.lineageos.org/"
"1248","gxq6580_weg_l","gxq6580_weg_l","12","https://stats.lineageos.org/"
"1249","trltechnduos","trltechnduos","12","https://stats.lineageos.org/"
"1250","normandy","normandy","12","https://stats.lineageos.org/"
"1251","edison","edison","12","https://stats.lineageos.org/"
"1252","d2refreshspr","d2refreshspr","12","https://stats.lineageos.org/"
"1253","LENOVO_TAB_3X","LENOVO_TAB_3X","12","https://stats.lineageos.org/"
"1254","a5ultelgt","a5ultelgt","12","https://stats.lineageos.org/"
"1255","zh960","zh960","12","https://stats.lineageos.org/"
"1256","a5ultebmc","a5ultebmc","12","https://stats.lineageos.org/"
"1257","lineage_lenovo_s939","lineage_lenovo_s939","12","https://stats.lineageos.org/"
"1258","chuwi_hi10pro","chuwi_hi10pro","12","https://stats.lineageos.org/"
"1259","mt6582","mt6582","12","https://stats.lineageos.org/"
"1260","C11_Pro","C11_Pro","12","https://stats.lineageos.org/"
"1261","lineage_BQS-5070 Magic","lineage_BQS-5070 Magic","12","https://stats.lineageos.org/"
"1262","4013D","4013D","12","https://stats.lineageos.org/"
"1263","jfltecan","jfltecan","12","https://stats.lineageos.org/"
"1264","jfltespr","jfltespr","12","https://stats.lineageos.org/"
"1265","Pixel v2","Pixel v2","12","https://stats.lineageos.org/"
"1266","Impulse P2","Impulse P2","12","https://stats.lineageos.org/"
"1267","r1c","r1c","12","https://stats.lineageos.org/"
"1268","ownrom_osprey","ownrom_osprey","12","https://stats.lineageos.org/"
"1269","lineage_M3","lineage_M3","12","https://stats.lineageos.org/"
"1270","nethunter_cancro","nethunter_cancro","12","https://stats.lineageos.org/"
"1271","IQ4502","IQ4502","12","https://stats.lineageos.org/"
"1272","4018a","4018a","12","https://stats.lineageos.org/"
"1273","foster_r29","foster_r29","12","https://stats.lineageos.org/"
"1274","Blackview BV2000s","Blackview BV2000s","12","https://stats.lineageos.org/"
"1275","gt510lte","gt510lte","12","https://stats.lineageos.org/"
"1276","gts210vewifi","gts210vewifixx","12","https://stats.lineageos.org/"
"1277","aim_Z00L","aim_Z00L","12","https://stats.lineageos.org/"
"1278","joan_tmo_us","joan_tmo_us","12","https://stats.lineageos.org/"
"1279","i815","i815","12","https://stats.lineageos.org/"
"1280","H30_U10","H30_U10","12","https://stats.lineageos.org/"
"1281","nx612j","nx612j","12","https://stats.lineageos.org/"
"1282","h3gduoschn","h3gduoschn","12","https://stats.lineageos.org/"
"1283","a5y17ltecan","a5y17ltecanxx","12","https://stats.lineageos.org/"
"1284","A520","A520","12","https://stats.lineageos.org/"
"1285","hm_honor_3x","hm_honor_3x","12","https://stats.lineageos.org/"
"1286","poly_athene","poly_athene","12","https://stats.lineageos.org/"
"1287","judypn","judypn","12","https://stats.lineageos.org/"
"1288","Cubot-Manito","Cubot-Manito","12","https://stats.lineageos.org/"
"1289","Moto E LTE (2nd gen)","Moto E LTE (2nd gen)","12","https://stats.lineageos.org/"
"1290","A55 Slim","A55 Slim","12","https://stats.lineageos.org/"
"1291","xt925_jbbl","xt925_jbbl","11","https://stats.lineageos.org/"
"1292","xenonhd_santoni","xenonhd_santoni","11","https://stats.lineageos.org/"
"1293","xenonhd_rosy","xenonhd_rosy","11","https://stats.lineageos.org/"
"1294","iris820","iris820","11","https://stats.lineageos.org/"
"1295","aokp_hlte","aokp_hlte","11","https://stats.lineageos.org/"
